namapemda,provinsi,pulau,tahun,jenis,level1,level2,Level2a,level3,level3a,nilai
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,128623019000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,382012000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,927385436619.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,1105217214793.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,513. Belanja Bunga,513. Belanja Bunga,4700000000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,20695170000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,200000000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,14355483000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,85582605931.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,123556328965.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,334160159360.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,3727839400.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,2000000000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,222448242700.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,30000000000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,66. Pengeluaran Pembiayaan Lainnya,621. Pembentukan Dana Cadangan,621. Pembentukan Dana Cadangan,4000000000.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,30652171529.0
Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,65. Pembayaran Pokok Utang,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,90838249703.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,185293398374.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,5177281000.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,8000000000.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,101354156568.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1079794305000.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,81819839340.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,606911775180.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,363919842929.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,14024514000.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,500000000.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,9407241982.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,15131923099.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,154601291554.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,526. Belanja Modal Aset Lainnya,520. Belanja Modal,570000000.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,16311011400.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,19047067938.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,271014312200.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,10000000000.0
Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,62. Penerimaan Pinjaman Daerah,614. Penerimaan Pinjaman Daerah,614. Penerimaan Pinjaman Daerah,0.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,78822185442.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,7677564208.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,29153201474.27
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,133974477784.17
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,2187411349600.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,144773925294.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,431. Pendapatan Hibah,431. Pendapatan Hibah,1170000000.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,6714454864.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,1160692967923.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,796374943787.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,513. Belanja Bunga,513. Belanja Bunga,6000000000.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,48003948019.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,2842800000.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,3750000000.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,74882404387.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,77925390155.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,172664806127.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,9717705490.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,526. Belanja Modal Aset Lainnya,520. Belanja Modal,1000000000.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,15000000000.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,8649974965.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,398413701681.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,240000000000.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,66. Pengeluaran Pembiayaan Lainnya,621. Pembentukan Dana Cadangan,621. Pembentukan Dana Cadangan,30000000000.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,17500000000.0
Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,65. Pembayaran Pokok Utang,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,623. Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,6278516132.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,78647236663.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,11722154004.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,15968778437.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,86576000000.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1922373964000.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,125488518814.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,92684876628.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,913527042408.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,600668582932.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,20887019976.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,516. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,42232000.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,521. Belanja Modal Tanah,520. Belanja Modal,3700372000.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,60568303411.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,60398381995.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,279266772617.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,12309073656.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,526. Belanja Modal Aset Lainnya,520. Belanja Modal,120000000.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,9152639000.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,541. Belanja Bagi Hasil,541. Belanja Bagi Hasil,21914639066.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,405463178500.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,59544552015.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,63. Penerimaan Pembiayaan Lainnya,615. Penerimaan Kembali Pemberian Pinjaman Daerah,615. Penerimaan Kembali Pemberian Pinjaman Daerah,2561732000.0
Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,7549575000.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,77093299923.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,6252767500.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,413. Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,8675000000.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,414. Lain-lain PAD yang Sah,414. Lain-Lain PAD yang Sah,65618315708.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,42. TKDD,421. Pendapatan Transfer Pemerintah Pusat,421. Pendapatan Transfer Pemerintah Pusat,1043862575000.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,42. Pendapatan Transfer,43. Pendapatan Lainnya,422. Pendapatan Transfer Antar Daerah,422. Pendapatan Transfer Antar Daerah,84166000000.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,43. Lain-Lain Pendapatan Daerah Yang Sah,43. Pendapatan Lainnya,433. Lain-Lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,433. Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,61599400000.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,51. Belanja Pegawai,511. Belanja Pegawai,511. Belanja Pegawai,536901064314.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,52. Belanja Barang Jasa,512. Belanja Barang dan Jasa,512. Belanja Barang dan Jasa,345334837577.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,514. Belanja Subsidi,514. Belanja Subsidi,887500000.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,51. Belanja Operasi,54. Belanja Lainnya,515. Belanja Hibah,515. Belanja Hibah,95206967898.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,522. Belanja Modal Peralatan dan Mesin,520. Belanja Modal,28962404934.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,523. Belanja Modal Gedung dan Bangunan,520. Belanja Modal,20431767770.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,"524. Belanja Modal Jalan, Jaringan, dan Irigasi",520. Belanja Modal,133323241762.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,52. Belanja Modal,53. Belanja Modal,525. Belanja Modal Aset Tetap Lainnya,520. Belanja Modal,7369215000.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,53. Belanja Tidak Terduga,54. Belanja Lainnya,531. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1000000000.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,5. Belanja,54. Belanja Transfer,54. Belanja Lainnya,542. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,234169970239.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,61. Penerimaan Pembiayaan,61. SILPA TA Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,611. Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,60319611363.0
Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,6. Pembiayaan,62. Pengeluaran Pembiayaan,64. Penyertaan Modal,622. Penyertaan Modal Daerah,622. Penyertaan Modal Daerah,4000000000.0
Kota Palembang,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,411. Pajak Daerah,411. Pajak Daerah,1239737000000.0
Kota Palembang,Provinsi Sumatera Selatan,Sumatera,2023,Anggaran,4. Pendapatan,41. Pendapatan Asli Daerah (PAD),41. PAD,412. Retribusi Daerah,412. Retribusi Daerah,69250000000.0
